title;name;location;requirements;language_req;sector;salary
Karbantartó;Fiorex Packaging Kft;4002 Debrecen, Zúzmara utca 8.;Téged keresünk, ha...Mivel több teleppel is rendelkezünk és szeretnénk jó állapotban tudni azokat, így fontos számunkra, hogy ügyes, precíz légy a szakmádban, és tudj és akarj önállóan dolgozni.Tudsz hegeszteni, valamennyire járatos vagy vasipari munkákban, amik egy telephelyen elõfordulhatnak (kerítés, gépek, állványrendszer),Szeretsz barkácsolni akár szakterületeden kívül is,B kategóriás jogosítvánnyal rendelkezel.;Nem igényel nyelvtudást;Szakmunka;Nettó 250e Ft havi bér
Ruhabolti kisegítõ; ;4090 Polgár;Betöltött 18. életévNappali tagozatos aktív vagy passzív hallgatói jogviszonyMegbízhatóság, önálló munkavégzés;Nem igényel nyelvtudást;Értékesítés;Bruttó 1 500 - 2 250 Ft/óra bér
Árubeszerzõ;ELEKTRIKER MASTER Kft.;4030 Debrecen, Budai Ézsaiás utca;Hasonló munkakörben szerzett tapasztalatRugalmasságTerhelhetõségPrecizitás, pontos munkavégzésKulturált megjelenésMegbízhatóság, önállóságSzámítógép ismerete;Nem igényel nyelvtudást;Szállítás;
Mérnök értékesítõ; ;Országosan bárhonnan végezhetõ, Budapest, Bács-Kiskun megye, Baranya megye, Békés megye, Borsod-Abaúj-Zemplén megye, Csongrád-Csanád megye, Fejér megye, Gyõr-Moson-Sopron megye, Hajdú-Bihar megye, Heves megye, Jász-Nagykun-Szolnok megye, Komárom-Esztergom megye, Nógrád megye, Pest megye;Felsõfokú villamosmérnöki végzettségMéréstechnikai ismeretekMin. 3 éves tapasztalat hasonló munkakörbenTárgyalóképes angol nyelvtudás – szóban és írásban, mivel a cég partneri külföldiekB kategóriás jogosítvány és magabiztos vezetési tapasztalatÖnálló munkavégzésre való képességKiváló kommunikációs készségKapcsolatépítõ képességHunter attitûd;Angol felsõfok;Értékesítés; 
Lottózói munkatárs;EPER FORTUNA Kft.;4027 Debrecen;Megbizható, preciz, kedves , lottózói bizonyítvánnyal rendelkezõ , nagy teherbirású, érettségi.A pozíció betöltéséhez a terminálkezelõi engedély nem feltétel, de a késõbbiekben a képzés elvégzése szükséges, melyet támogatunk és segítünk.;Nem igényel nyelvtudást;Szakmunka;Nettó 180e - 250e Ft havi bér
Kereskedelmi manager;P&P Pékáru Kft.;Országosan bárhonnan végezhetõ;Az ideális pályázó felsõfokú kereskedelmi végzettségû és/vagylegalább 5 éves szakmai tapasztalattal rendelkezikLojális és jó kummunikációs képességekkel bír'B' kategóriás vezetõi engedéllyel rendelkezik;Nem igényel nyelvtudást;Értékesítés;
Senior Full Stack Java (Spring+Vue. Js) Developer (GYD); ;Szeged/Debrecen/Budapest;5+ év tapasztalat Java fejelsztésben, a (JSE 11)3+ év tapasztalat Spring boot, SpringPostgreSQLHibernateVue.jsJavascriptGitlabAngol nyelv magas szintû ismerete szóban és írásban (C1 szint);Angol felsõfok; ;
Betanított munkás (szállásos munkalehetõség); ;Országosan bárhonnan végezhetõ;Legyen benned DOLGOZNI AKARÁSTervezz velünk HOSSZÚ TÁVON, MI ÍGY SZÁMOLUNK VELED2 mûszakos munkarend vállalása8 általános iskolai végzettségRENDELKEZZ jó fizikummal, állóképességgel – álló munka, alkalmanként guggolással és hajolgatássalKIVÁLÓ SZÍNLÁTÁS – felvétel során CSAK ennyi a feltétel;Nem igényel nyelvtudást;Szakmunka;
Diákmunka - Kereskedelmi ügyintézõ (Angol nyelvtudással);MÛISZ Szolgáltató Iskolaszövetkezet;Debrecen;- Nappali tagozatos aktív vagy passzív hallgatói jogviszony- Heti legalább 24 óra vállalása- Magabiztos, folyékony angol nyelvtudás - Jó kommunikációs képesség-Kereskedelem és marketing szak irányultság- Pénzügyi és könyvelõi ismeretek- Önállóság, precizitás, rugalmasság, talpraesettség- Számítógépes programok (Word, Excel) felhasználói szintû ismerete- Csapatjátékos;Angol középfok;Értékesítés; 
Területi képviselõ/Üzletkötõ; ;Országosan bárhonnan végezhetõ, Budapest, Bács-Kiskun megye, Baranya megye, Békés megye, Borsod-Abaúj-Zemplén megye, Csongrád-Csanád megye, Fejér megye, Gyõr-Moson-Sopron megye, Hajdú-Bihar megye, Heves megye, Jász-Nagykun-Szolnok megye, Komárom-Esztergom megye, Nógrád megye, Pest megye;minimum középfokú végzettségB kategóriás jogosítványkereskedelmi értékesítésben eltöltött minimum 2 évjó kommunikációs képességüzleti szemlélet, ügyfélközpontúság, profi problémakezelésnyitottság, terhelhetõségmegbízható, gyors, pontos munkavégzéscsapatban való együttmûködés;Nem igényel nyelvtudást;Értékesítés; 
Export sales representative;ARMIN TRADE Kft.;Debrecen;Olyan önálló, tanulásra nyitott, proaktív gondolkodású és céltudatos kollégát keresünk, aki:Rendelkezik magabiztos, kommunikációképes angol nyelvtudással (szóban és írásban)Affinitást érez az értékesítés iránt és szívesen dolgozna együtt nemzetközi partnerekkelVevõközpontú gondolkodásmóddal rendelkezikFelhasználói szintû számítógépes ismeretekkel bír;Angol középfok;Értékesítés;
Gyógyszergyártó;Teva;Debrecen;Szakközépiskolai érettségi/technikus végzettségFelhasználói szintû számítástechnikai ismeretPrecíz, pontos munkavégzésSzabálykövetõ magatartás;Nem igényel nyelvtudást;Gyártás;
Csomagoló munkatárs;Teva;Debrecen;Szakközépiskolai érettségi/technikus végzettségFelhasználói szintû számítástechnikai ismeretPrecíz, pontos munkavégzésSzabálykövetõ magatartás;Nem igényel nyelvtudást;Szakmunka;
Üzemmérnök;Teva;Debrecen;Vegyészmérnök, vegyész Msc végzettségLegalább 5 év releváns szakmai tapasztalatAktív kommunikációképes angol nyelvtudásJó problémamegoldó készség, analitikus gondolkodásErõs kommunikációs készségRugalmasság, jó time-management készségCsapatmunkára való képesség;Angol középfok;Mérnök;
Univerzális tanácsadó (Hajdú-Bihar, Borsod vagy Szabolcs);OTP Bank Nyrt.;Hajdú-Bihar, Borsod-Abaúj-Zemplén vagy Szabolcs-Szatmár-Bereg megye;rendelkezel minimum érettségivelaktívan használod a jogosítványod és rendelkezel saját autóval szeretsz utazni és szereted a munkahelyi változatosságot, megítélésed szerint rendelkezel a következõ kompetenciákkal: ügyfélközpontúság, csapatmunka, tanulási képesség, eredmény orientáció;Nem igényel nyelvtudást;Értékesítés;
Java Vezetõfejlesztõ (Back End / Full Stack) - Távmunka (GYC); ;Otthonról végezhetõ;"4+ év Java back end fejlesztõi tapasztalat, Spring Boot magas szintû ismereteProjekttõl függõen: Angular 2+ tapasztalat vagy nyitottság ennek megtanulására és használatára. Frontend feladatok fejlesztési feladatok ellátása (külön frontendes csapat nincs)Microservice architektúra ismereteScrum tapasztalat (TDD, DDD)Tiszta és egyszerû kódolás elveinek ismerete, gyakorlati használata (Clean Code)Kutatói szemlélet (POC-k írása)Jó kommuikációs készség, Jó problémamegoldó képességek, eredményorientáltság, „meg tudjuk csinálni” hozzáállás, hosszú távon mûködõ, jó megoldásokra való igényKitartás a komplex problémák felderítésére isPár éves vezetõfejlesztõi tapasztalat vagy némi tapasztalat és erõs ambícióCsapatjátékos hozzáállás, ugyanakkor nagyfokú önállóság, proaktivitás is egyszerreÉsszerû, hatékony munkafolyamatok kialakításának és állandó fejlesztésének képessége, igényeTanulási készség és igény, szakmai alázat, önreflexió (saját hibákból tanulás)Jó dokumentációs készség, pontosság igényévelMagas szintû írás olvasás és beszéd készség angol nyelven (szóbeli használatra is szükség van ügyfelek felé)Tiszta Erkölcsi bizonyítvány, büntetlen elõéletElõnyõs a specializáció a következõ technológiák bármelyikében:Oracle Tuning, PL/SQLPárhuzamos programozás IT biztonsági megoldások, titkosítás, hacking, OWASP, tûzfalak, MFA autentikáció, SSO, LDAP, Kerberos, Oauth2;DevOpsNoSQL adatbázis kezelõk (Elasticsearch, Redis, InfluxDB, stb. )Confluent/KafkaOpenshift/Kubernetes DeveloperFelhõ szolgáltatások (Azure, AWS)Angular 2+PythonScala";Angol felsõfok; ;
Gépkezelõ;Sz.VARIÁNS Kft.;4030 Debrecen, Vikár Béla utca 4.;szorgalommûszaki érzéklelkiismeretes, pontos, önálló munkavégzés;Nem igényel nyelvtudást;Fizikai;
Univerzális tanácsadó (Nyíradonyi Fiók);OTP Bank Nyrt.;Nyíradony;Legalább középfokú iskolai végzettségTeljesítményorientáltságFelhasználói szintû számítógépes ismeretekÉrtékesítési szemléletÜgyfélközpontúság;Nem igényel nyelvtudást;Értékesítés;
Gépjármûvezetõ;TRANZIT-1 KFT.;4030 Debrecen, Diószegi útca 32.;Amit kínálunk:- Igényes munkakörnyezet- Jó csapat- Rugalmas munkaidõMunkavégzés helye:- Debrecen;Nem igényel nyelvtudást;Szakmunka;Nettó 250e - 400e Ft havi bér
Megyei tisztifõorvos;Hajdú-Bihar Megyei Kormányhivatal;4028 Debrecen, Rózsahegy utca 4.;Magyar állampolgárság,Cselekvõképesség,Büntetlen elõélet,Egyetem, általános orvos, higiénikus orvos vagy fogorvos szakképzettség és szakorvosi képesítés,Vagyonnyilatkozat tételi eljárás lefolytatása,;Nem igényel nyelvtudást;Egészségügy;
Betanított segédszerelõ; ;4024 Debrecen, Széchenyi utca 48.;Rendelkezz középfokú végzettséggelVállald a két mûszakos munkarendetNe okozzon gondot a 12 órás munkavégzés;Nem igényel nyelvtudást;Szakmunka;
Konyhatervezõ és tanácsadó; ;4031 Debrecen, Kishatár utca 32.;Értékesítõi attitûd és gyakorlatVevõorientáltságCsapatszellem;Nem igényel nyelvtudást;Szakmunka;
Raktárkezelõ targoncás; ;4031 Debrecen, Kishatár utca 32.;????ÁllóképességVevõorientáltság;Nem igényel nyelvtudást;Szakmunka;
Univerzális tanácsadó (Debrecen);OTP Bank Nyrt.;Debrecen;középfokú gazdasági/pénzügyi végzettséggel rendelkezelügyfélközpontú és eredményorientált vagykiváló tanulási képességgel rendelkezeljó csapatjátékos vagy;Nem igényel nyelvtudást;Bank;
Földmunkagép területi értékesítõ (Debrecen, Nyíregyháza, Észak-Kelet Magyarország);Navik Alfa Kft;Rugalmas munkavégzési hely - Borsod-Abaúj-Zemplén megye, Hajdú-Bihar megye, Szabolcs-Szatmár-Bereg megye;közép vagy felsõfokú végzettségjó kommunikációs készségjó problémamegoldó készségképesség kitartó önálló munkavégzésre és csapatmunkáracélorientált és felelõsségteljes munkavégzésMicrosoft Office felhasználói szintû ismereteangol nyelv ismerete írásban és szóbannyitottság új ismeretek befogadására„B” kategóriás jogosítvány;Angol középfok;Értékesítés;Bruttó 330e Ft havi bér
Szolgáltatás szervezési munkatárs;Volánbusz Közlekedési Zrt.;Rugalmas munkavégzési hely - Borsod-Abaúj-Zemplén megye, Hajdú-Bihar megye, Szabolcs-Szatmár-Bereg megye;"állami középiskolai végzettséggel - érettségivel rendelkezik;MS Office felhasználói szintû ismerete van.";Nem igényel nyelvtudást;Adminisztráció;
Customer Support Supervisor; ;4031 Debrecen, Kígyóhagyma utca 5.;University level education At least 5 years' leadership/management experience Excellent English communication skills Excellent communicator Excellent personnel management skills;Angol középfok;Ügyfélszolgálat;
Árnyékolástechnikai szerelõ;Lindbergh Kft.;Országosan bárhonnan végezhetõ;B kategóriás jogosítványHasonló munkakörben szerzett tapasztalatÖnálló munkavégzésMûszaki érzékProblémamegoldó képességMûszaki rajz olvasási készségKommunikációs készségKulturált megjelenés;Nem igényel nyelvtudást;Szakmunka;
Bolti mûszakvezetõ (Debrecen);Foodpanda;Hajdú-Bihar,Debrecen;Középfokú végzettség vagy kereskedelmi/vendéglátói tapasztalatFelhasználói szintû számítógépes ismeretekJó kommunikációs készségPrecíz, gyors és önálló munkavégzésFelelõsségtudat és problémamegoldási készség;Nem igényel nyelvtudást;Gyártás; 
Pénzügyi gyakornok - számlázási részleg;UNI Smart Iskolaszövetkezet;4034 Debrecen;Aktív vagy passzív nappali tagozatos hallgatói jogviszonyJó szóbeli és írásbeli kommunikációs készség angolulMagabiztos MS Office-felhasználó (Excel, Word, PowerPoint);Angol középfok;Pénzügy;
Asztalos;Nagyerdei Kultúrpark Nonprofit Kft.;4032 Debrecen, Ady Endre út 1.;szakmunkás-szakközépiskolai-technikusi végzettség1-3 éves szakmai tapasztalatB kategóriás jogosítványmegbízhatóság, önállóság, precíz munkavégzés;Nem igényel nyelvtudást;Szakmunka;Bruttó 375e - 425e Ft havi bér
Megváltozott munkaképességû takarító;EURONICS – Vöröskõ Kft.;Cegléd, Szeged, Eger, Zalaegerszeg, Szolnok, Budapest, Debrecen, Tata, Vác, Siófok, Kecskemét, Nyíregyháza, Békéscsaba, Pécs, Bonyhád;Megváltozott munkaképességet igazoló dokumentációPrecíz, igényes munkavégzés;Nem igényel nyelvtudást;Fizikai;
Vállalati Számlavezetési Tanácsadó (Miskolc, Nyíregyháza, Debrecen);OTP Bank Nyrt.;Miskolc, Nyíregyháza, Debrecen;Legalább 1 év szakmai tapasztalat vállalati ügyfélkapcsolat, ügyfélkiszolgálás, vagy számlavezetési területenVállalati pénzforgalmi, passzív banki/cash management termékek ismereteKiváló kommunikációs és problémamegoldó készség, ügyfélközpontú szemléletmódNyitottság az újításra, proaktív attitûd az ügyfélkiszolgálási folyamatok tovább fejlesztésében;Nem igényel nyelvtudást;Értékesítés;
Csomagoló; ;4024 Debrecen, Széchenyi utca 48.;Gyártásban, termelésben szerzett tapasztalatTöbb mûszakos munkarend vállalásaCsapatszellem;Nem igényel nyelvtudást;Fizikai;
Segítsd a háború érintettjeit HR/pénzügyi szakértelmeddel!; ;Debrecen;Mivel nemzetközi szervezetnél fogsz dolgozni, legalább középfokú angoltudásra lesz szükséged, hogy a munkatársaiddal kommunikálni tudj, valamint mindenképpen legyen a megpályázott területhez illõ,  releváns tapasztalatod és ráérj heti 40 órában.;Angol középfok;Pénzügy; 
Szenior akvizítor;K&H Bank Zrt.;4024 Debrecen, Piac utca 52.;felsõfokú, vagy pénzügyi/gazdasági szakirányú középfokú végzettség2 év értékesítési és akvizíciós tapasztalatB kategóriás jogosítványértékesítés orientált megközelítéskezdeményezõkészségügyfélorientáltságdinamizmuskiváló kommunikációs készség;Nem igényel nyelvtudást;Értékesítés;
Mûszaki Értékesítõ; ;Országosan bárhonnan végezhetõ, Budapest, Bács-Kiskun megye, Baranya megye, Békés megye, Borsod-Abaúj-Zemplén megye, Csongrád-Csanád megye, Fejér megye, Gyõr-Moson-Sopron megye, Hajdú-Bihar megye, Heves megye, Jász-Nagykun-Szolnok megye, Komárom-Esztergom megye, Nógrád megye, Pest megye;Minimum középfokú mûszaki képzettségLegalább 3 év gyakorlat az alábbi területek bármelyikében: gyártástechnológiai ismeretek, szerszámtervezés (forma és mûanyag) vagy mûszaki értékesítõi tapasztalatForgácsoló, fröccsöntõ üzemek szférájában kialakult kapcsolati rendszer B kategóriás jogosítvány - utazási hajlandóság;Nem igényel nyelvtudást;Értékesítés; 
